biomarker,variable_name,primary_pathway,secondary_pathway,demographic,phase,min_age,max_age,operator,low_value,high_value,qualitative_value,label,color,optimal_range,units,diagnosis,superclinic_code,remark,Description,Source
CREATININE - SERUM,SCRE,VITAL ORGANS (KIDNEY),"MUSCULOSKELETAL HEALTH, METABOLIC HEALTH, CELLULAR HEALTH",FEMALE,ALL,10,120,gt,1.1,,,HIGH,ORANGE,0.7-1,mg/dL,,SCRE_HIGH,"High serum creatinine strongly indicates significant renal impairment, acute kidney injury, or chronic kidney disease. It reflects reduced glomerular filtration, leading to toxin accumulation and systemic complications.","Reflects kidney function, filtered waste from muscle metabolism.",THYROCARE
SERUM GLOBULIN,SEGB,IMMUNITY,"NUTRITION, VITAL ORGANS (LIVER)",ALL,ALL,10,120,between,2.5,3.4,,OPTIMAL,GREEN,2.5-3.4,gm/dL,,SEGB_OPTIMAL,"Optimal serum globulin levels indicate a healthy balance of immune proteins, carrier proteins, and complement factors. It reflects adequate hepatic synthesis, immune competence, and stable protein metabolism.","Supports immunity, clotting, transport; reflects protein health status.",THYROCARE
SERUM GLOBULIN,SEGB,IMMUNITY,"NUTRITION, VITAL ORGANS (LIVER)",ALL,ALL,10,120,gt,3.4,,,HIGH,ORANGE,2.5-3.4,gm/dL,,SEGB_HIGH,"High serum globulin may result from chronic inflammation, autoimmune disease, infections, liver disease, or plasma cell disorders (e.g., multiple myeloma, MGUS). It reflects immune system activation or abnormal immunoglobulin production.","Supports immunity, clotting, transport; reflects protein health status.",THYROCARE
SERUM GLOBULIN,SEGB,IMMUNITY,"NUTRITION, VITAL ORGANS (LIVER)",ALL,ALL,10,120,lt,,2.5,,LOW,ORANGE,2.5-3.4,gm/dL,,SEGB_LOW,"Low serum globulin may reflect immune deficiency, protein loss (nephrotic syndrome, enteropathy), liver dysfunction, or malnutrition. Functionally, it reduces antibody levels, complement activity, and systemic defense capacity, increasing susceptibility to infections and impaired protein balance.","Supports immunity, clotting, transport; reflects protein health status.",THYROCARE
SERUM ZINC,SEZN,NUTRITION,HORMONES,ALL,ALL,10,120,gt,135,,,HIGH,ORANGE,90-135,μg/dL,ZINC TOXICITY,SEZN_HIGH,"High serum zinc is uncommon and usually due to excessive supplementation or occupational exposure. It may impair copper absorption, alter iron metabolism, cause gastrointestinal upset, and suppress immune function if prolonged.","Supports immunity, wound healing, and essential metabolic health functions.",THYROCARE
SERUM ZINC,SEZN,NUTRITION,HORMONES,ALL,ALL,10,120,lt,,90,,LOW,ORANGE,90-135,μg/dL,ZINC DEFICIENCY,SEZN_LOW,"Low serum zinc indicates deficiency from inadequate intake, malabsorption, chronic illness, or high physiological demand. Functionally, it impairs immunity, wound healing, taste and smell, skin integrity, fertility, and antioxidant defense, while also contributing to growth retardation in children and metabolic dysregulation in adults.","Supports immunity, wound healing, and essential metabolic health functions.",THYROCARE
SERUM ZINC,SEZN,NUTRITION,HORMONES,ALL,ALL,10,120,between,90,135,,OPTIMAL,GREEN,90-135,μg/dL,,SEZN_OPTIMAL,"Optimal serum zinc reflects adequate nutritional intake, balanced absorption, and systemic distribution. It supports immune surveillance, reproductive health, skin integrity, thyroid function, and antioxidant protection, ensuring stable metabolic and cellular activity.","Supports immunity, wound healing, and essential metabolic health functions.",THYROCARE
ASPARTATE AMINOTRANSFERASE (SGOT ),SGOT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,lt,,10,,LOW,ORANGE,20-30,U/L,,SGOT_LOW,"Low AST values are generally not clinically concerning. They may reflect reduced muscle mass, vitamin B6 deficiency, or technical variability. In isolation, they rarely indicate pathology and should be correlated with overall clinical and nutritional context.","Indicates liver, heart, or muscle tissue damage.",THYROCARE
ASPARTATE AMINOTRANSFERASE (SGOT ),SGOT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,between,10,20,,SUBOPTIMAL,YELLOW,20-30,U/L,,SGOT_SUBOPTIMAL,"Suboptimal AST levels may suggest borderline low enzyme activity due to reduced hepatocellular or muscle turnover. Though rarely clinically significant alone, persistent low values could indicate mild nutritional or metabolic insufficiency.","Indicates liver, heart, or muscle tissue damage.",THYROCARE
ASPARTATE AMINOTRANSFERASE (SGOT ),SGOT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,between,20,30,,OPTIMAL,GREEN,20-30,U/L,,SGOT_OPTIMAL,"Optimal AST levels reflect normal hepatocellular and muscular integrity, with no evidence of tissue injury. It indicates balanced enzyme turnover and supports normal metabolic activity in liver, cardiac, and skeletal muscle tissues.","Indicates liver, heart, or muscle tissue damage.",THYROCARE
ASPARTATE AMINOTRANSFERASE (SGOT ),SGOT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,between,31,40,,ELEVATED,YELLOW,20-30,U/L,,SGOT_ELEVATED,"Mildly elevated AST may reflect early or transient hepatocellular injury (fatty liver, alcohol use, medications), strenuous exercise, or mild muscle injury. It requires correlation with ALT, CK, and clinical history.","Indicates liver, heart, or muscle tissue damage.",THYROCARE
ASPARTATE AMINOTRANSFERASE (SGOT ),SGOT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",ALL,ALL,10,120,gt,40,,,HIGH,ORANGE,20-30,U/L,,SGOT_HIGH,"Markedly high AST suggests significant tissue injury, most often from acute or chronic liver disease (hepatitis, cirrhosis, toxins), myocardial infarction, or severe muscle breakdown (rhabdomyolysis). It reflects substantial cell damage requiring urgent evaluation.","Indicates liver, heart, or muscle tissue damage.",THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,lt,,10,,LOW,ORANGE,18-33,U/L,,SGPT_LOW,"Low ALT is uncommon and usually not clinically significant. It may reflect low muscle mass, vitamin B6 deficiency, or advanced liver dysfunction with reduced hepatocyte activity. Persistently very low values can occasionally indicate impaired hepatic synthetic capacity.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,between,10,18,,SUBOPTIMAL,YELLOW,18-33,U/L,,SGPT_SUBOPTIMAL,Suboptimal ALT values may represent lower-than-expected enzyme turnover. This is rarely pathological but could be seen with borderline nutritional insufficiency or reduced hepatic activity. Requires context-based interpretation alongside other liver function markers.,Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,between,18,33,,OPTIMAL,GREEN,18-33,U/L,,SGPT_OPTIMAL,"Optimal ALT levels reflect healthy liver cell integrity, efficient amino acid metabolism, and absence of hepatocellular damage. It indicates good hepatic detoxification function and metabolic balance, particularly when considered alongside AST and bilirubin.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,between,33,50,,ELEVATED,YELLOW,18-33,U/L,,SGPT_ELEVATED,"Mildly elevated ALT suggests early hepatocellular injury, which may be due to fatty liver disease, alcohol use, medications, viral infections, or strenuous exercise. It may precede more significant liver dysfunction if persistent.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",MALE,ALL,10,120,gt,50,,,HIGH,ORANGE,18-33,U/L,,SGPT_HIGH,"High ALT indicates significant hepatocellular damage, commonly from viral hepatitis, alcoholic liver disease, drug-induced liver injury, or advanced non-alcoholic fatty liver disease (NAFLD/NASH). It reflects active liver injury requiring urgent evaluation and management.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,lt,,10,,LOW,ORANGE,18-25,U/L,,SGPT_LOW,"Low ALT is uncommon and generally not concerning. It may occur in low muscle mass, vitamin B6 deficiency, or advanced liver disease with reduced hepatocyte activity. Persistently very low levels may indicate impaired liver synthetic capacity in certain chronic illnesses.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,between,10,18,,SUBOPTIMAL,YELLOW,18-25,U/L,,SGPT_SUBOPTIMAL,"Suboptimal ALT levels may reflect borderline reduced hepatocellular turnover or low metabolic demand. While usually not clinically significant alone, they should be interpreted with other liver function markers to exclude subtle dysfunction.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,between,18,25,,OPTIMAL,GREEN,18-25,U/L,,SGPT_OPTIMAL,"Optimal ALT indicates healthy hepatocyte integrity, efficient amino acid metabolism, and absence of hepatocellular injury. It reflects balanced liver detoxification and metabolic function, particularly when AST, ALP, and bilirubin are also within reference ranges.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,between,25,40,,ELEVATED,YELLOW,18-25,U/L,,SGPT_ELEVATED,"Mildly elevated ALT suggests early or transient liver injury, potentially from fatty liver disease (NAFLD), alcohol intake, medications, viral infection, or strenuous activity. Persistent elevation signals ongoing hepatocellular stress.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
ALANINE TRANSAMINASE (SGPT),SGPT,VITAL ORGANS (LIVER),"METABOLIC HEALTH, CELLULAR HEALTH, INFLAMMAGING",FEMALE,ALL,10,120,gt,40,,,HIGH,ORANGE,18-25,U/L,,SGPT_HIGH,"High ALT is strongly associated with active hepatocellular damage, commonly due to viral hepatitis, alcoholic liver disease, NASH, or drug-induced liver injury. In women, persistent high ALT significantly increases risk of progressive liver disease.",Liver-specific enzyme for detecting damage and inflammation,THYROCARE
SEX HORMONE BINDING GLOBULIN (SHBG),SHBG,HORMONES,"VITAL ORGANS(LIVER), METABOLIC HEALTH, HORMONES, INFLAMMAGING",MALE,ALL,10,120,lt,,25,,LOW,ORANGE,25-30,nmol/L,HYPERINSULINEMIA,SHBG_LOW,"Low SHBG is often associated with obesity, insulin resistance, metabolic syndrome, hypothyroidism, and androgen excess states. Functionally, it increases free testosterone proportion but often reflects underlying metabolic stress, raising risk for type 2 diabetes and cardiovascular disease.","Controls testosterone and estrogen levels, indicating hormonal balance.",THYROCARE
SEX HORMONE BINDING GLOBULIN (SHBG),SHBG,HORMONES,"VITAL ORGANS(LIVER), METABOLIC HEALTH, HORMONES, INFLAMMAGING",MALE,ALL,10,120,between,25,30,,OPTIMAL,GREEN,25-30,nmol/L,,SHBG_OPTIMAL,"Optimal SHBG indicates balanced androgen transport and bioavailability, reflecting healthy liver function, stable metabolic status, and proper endocrine regulation. It supports reproductive health, energy balance, and protection against metabolic disease.","Controls testosterone and estrogen levels, indicating hormonal balance.",THYROCARE
SEX HORMONE BINDING GLOBULIN (SHBG),SHBG,HORMONES,"VITAL ORGANS(LIVER), METABOLIC HEALTH, HORMONES, INFLAMMAGING",MALE,ALL,10,120,gt,30,,,HIGH,ORANGE,25-30,nmol/L,THYROID EXCESS,SHBG_HIGH,"High SHBG may result from hyperthyroidism, liver disease, aging, HIV, or estrogen excess. It lowers free testosterone availability despite normal total testosterone, leading to symptoms of androgen deficiency such as fatigue, low libido, and muscle loss.","Controls testosterone and estrogen levels, indicating hormonal balance.",THYROCARE
SEX HORMONE BINDING GLOBULIN (SHBG),SHBG,HORMONES,"VITAL ORGANS(LIVER), METABOLIC HEALTH, HORMONES, INFLAMMAGING",FEMALE,ALL,10,120,lt,,41,,LOW,ORANGE,41-79,nmol/L,HYPERINSULINEMIA,SHBG_LOW,"Low SHBG is often linked to insulin resistance, obesity, polycystic ovary syndrome (PCOS), hypothyroidism, and androgen excess. It increases circulating free testosterone, potentially contributing to menstrual irregularities, acne, hirsutism, and elevated cardiometabolic risk.","Controls testosterone and estrogen levels, indicating hormonal balance.",THYROCARE
SEX HORMONE BINDING GLOBULIN (SHBG),SHBG,HORMONES,"VITAL ORGANS(LIVER), METABOLIC HEALTH, HORMONES, INFLAMMAGING",FEMALE,ALL,10,120,between,41,79,,OPTIMAL,GREEN,41-79,nmol/L,,SHBG_OPTIMAL,"Optimal SHBG reflects balanced estrogen-androgen interaction, healthy liver metabolism, and normal insulin sensitivity. It supports regular ovulatory cycles, reproductive health, and reduces risk for metabolic disorders, indicating stable endocrine and hepatic function.","Controls testosterone and estrogen levels, indicating hormonal balance.",THYROCARE
SEX HORMONE BINDING GLOBULIN (SHBG),SHBG,HORMONES,"VITAL ORGANS(LIVER), METABOLIC HEALTH, HORMONES, INFLAMMAGING",FEMALE,ALL,10,120,gt,79,,,HIGH,ORANGE,41-79,nmol/L,THYROID EXCESS,SHBG_HIGH,"High SHBG may result from estrogen excess, hyperthyroidism, liver disease, anorexia, or aging. Elevated SHBG lowers free testosterone and estradiol, potentially causing symptoms like reduced libido, fatigue, irregular cycles, or infertility.","Controls testosterone and estrogen levels, indicating hormonal balance.",THYROCARE
SODIUM,SOD,METABOLIC HEALTH,"NUTRITION, VITAL ORGANS (KIDNEY)",ALL,ALL,10,120,gt,145,,,HIGH,ORANGE,136-145,mmol/L,HYPERNATREMIA,SOD_HIGH,"High sodium (hypernatremia) usually results from dehydration, excessive salt intake, diabetes insipidus, or renal water loss. It causes cellular dehydration, leading to thirst, irritability, muscle twitching, confusion, and in severe cases, neurological impairment or coma.","Measures sodium levels, maintains hydration and electrolyte balance.",THYROCARE
SODIUM,SOD,METABOLIC HEALTH,"NUTRITION, VITAL ORGANS (KIDNEY)",ALL,ALL,10,120,lt,,136,,LOW,ORANGE,136-145,mmol/L,HYPONATREMIA,SOD_LOW,"Low sodium (hyponatremia) is often caused by excess fluid retention (heart failure, SIADH, cirrhosis), renal dysfunction, adrenal insufficiency, or excessive fluid intake. Functionally, it leads to impaired neuronal activity, confusion, headache, nausea, and in severe cases, seizures or coma.","Measures sodium levels, maintains hydration and electrolyte balance.",THYROCARE
SODIUM,SOD,METABOLIC HEALTH,"NUTRITION, VITAL ORGANS (KIDNEY)",ALL,ALL,10,120,between,136,145,,OPTIMAL,GREEN,136-145,mmol/L,,SOD_OPTIMAL,"Optimal sodium reflects stable water–electrolyte balance, effective renal function, and normal endocrine regulation. It supports proper nerve transmission, muscular activity, and systemic osmotic stability, ensuring healthy cardiovascular and neurological performance.","Measures sodium levels, maintains hydration and electrolyte balance.",THYROCARE
SYSTOLIC_BP,SYSTOLIC_BP,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,0,89,,LOW,ORANGE,90-120,mmHg,LOW BLOOD PRESSURE,SYSTOLIC_BP_LOW,"Low SBP (<90 mmHg in adults) may indicate hypovolemia, adrenal insufficiency, heart failure, or autonomic dysfunction. Functionally, it can cause reduced organ perfusion, dizziness, fatigue, or syncope, especially in elderly or critically ill patients.","Measures systolic pressure, assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP,SYSTOLIC_BP,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,90,120,,OPTIMAL,GREEN,90-120,mmHg,NORMAL BLOOD PRESSURE,SYSTOLIC_BP_OPTIMAL,"Optimal SBP (90–120 mmHg in adults) reflects healthy vascular tone, balanced cardiac output, and effective renal regulation of volume. It indicates a reduced risk for cardiovascular, cerebrovascular, and renal complications.","Measures systolic pressure, assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP,SYSTOLIC_BP,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,121,139,,HIGH,ORANGE,90-120,mmHg,PRE-HYPERTENSION,SYSTOLIC_BP_HIGH,"High SBP (>120 mmHg, especially ≥130 mmHg) reflects arterial stiffness, increased vascular resistance, or volume overload. Persistent elevation (hypertension) significantly raises risk for stroke, myocardial infarction, heart failure, kidney disease, and vascular aging.","Measures systolic pressure, assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP_LEFT,SYSTOLIC_BP_LEFT,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,0,89,,LOW,ORANGE,90-120,mmHg,LOW BLOOD PRESSURE,SYSTOLIC_BP_LEFT_LOW,"Low SBP in the left arm (<90 mmHg) may indicate hypotension, hypovolemia, adrenal insufficiency, or localized vascular narrowing. It can reduce perfusion to tissues, leading to dizziness, fatigue, or syncope, especially if asymmetric compared to the right arm.","Measures systolic pressure (left), assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP_LEFT,SYSTOLIC_BP_LEFT,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,90,120,,OPTIMAL,GREEN,90-120,mmHg,NORMAL BLOOD PRESSURE,SYSTOLIC_BP_LEFT_OPTIMAL,"Optimal SBP (90–120 mmHg) in the left arm reflects normal vascular function, balanced cardiac performance, and effective renal and endocrine regulation. Similarity between left and right arm values indicates healthy systemic circulation.","Measures systolic pressure (left), assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP_LEFT,SYSTOLIC_BP_LEFT,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,121,139,,HIGH,ORANGE,90-120,mmHg,PRE-HYPERTENSION,SYSTOLIC_BP_LEFT_HIGH,"High left-arm SBP (>120 mmHg, especially ≥130 mmHg) indicates hypertension, arterial stiffness, or increased vascular resistance. If significantly higher than right-arm readings (>10–15 mmHg difference), it may suggest vascular disease (e.g., subclavian stenosis, aortic pathology).","Measures systolic pressure (left), assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP_RIGHT,SYSTOLIC_BP_RIGHT,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,0,89,,LOW,ORANGE,90-120,mmHg,LOW BLOOD PRESSURE,SYSTOLIC_BP_RIGHT_LOW,"Low right-arm SBP (<90 mmHg) may indicate systemic hypotension, hypovolemia, cardiac dysfunction, or localized vascular narrowing. When asymmetric compared to the left arm, it may signal subclavian artery stenosis or vascular obstruction.","Measures systolic pressure (right), assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP_RIGHT,SYSTOLIC_BP_RIGHT,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,90,120,,OPTIMAL,GREEN,90-120,mmHg,NORMAL BLOOD PRESSURE,SYSTOLIC_BP_RIGHT_OPTIMAL,"Optimal right-arm SBP (90–120 mmHg) reflects healthy cardiac function, balanced vascular tone, and effective renal–endocrine regulation. Minimal difference compared to left-arm readings indicates stable systemic and peripheral circulation.","Measures systolic pressure (right), assesses heart and arterial health.",PRE-CHECK 
SYSTOLIC_BP_RIGHT,SYSTOLIC_BP_RIGHT,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,121,139,,HIGH,ORANGE,90-120,mmHg,PRE-HYPERTENSION,SYSTOLIC_BP_RIGHT_HIGH,"High right-arm SBP (>120 mmHg, especially ≥130 mmHg) indicates hypertension, arterial stiffness, or increased vascular resistance. A persistent higher reading in the right arm than left may be normal, but marked asymmetry suggests vascular pathology.","Measures systolic pressure (right), assesses heart and arterial health.",PRE-CHECK 
TC/ HDL CHOLESTEROL RATIO,TC/H,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,3,5,,OPTIMAL,GREEN,3-5,Ratio,,TC/H_OPTIMAL,"An optimal TC/HDL ratio (generally 3.0–4.5) indicates balanced lipid metabolism, with sufficient protective HDL and controlled atherogenic cholesterol. It reflects reduced cardiovascular disease risk and supports long-term vascular health.",Evaluates cardiovascular risk using total-to-HDL cholesterol ratio.,THYROCARE
TC/ HDL CHOLESTEROL RATIO,TC/H,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,lt,,3,,LOW,ORANGE,3-5,Ratio,,TC/H_LOW,"A low TC/HDL ratio (typically <3.0) indicates strong cardiovascular protection, reflecting high HDL relative to total cholesterol. While beneficial, very low ratios may sometimes be linked to chronic illness, malnutrition, or inflammatory states.",Evaluates cardiovascular risk using total-to-HDL cholesterol ratio.,THYROCARE
TC/ HDL CHOLESTEROL RATIO,TC/H,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,gt,5,,,HIGH,ORANGE,3-5,Ratio,,TC/H_HIGH,"A high TC/HDL ratio (>4.5–5.0) indicates greater cardiovascular risk, reflecting insufficient HDL relative to total cholesterol. It is strongly associated with atherosclerosis, coronary artery disease, and metabolic syndrome.",Evaluates cardiovascular risk using total-to-HDL cholesterol ratio.,THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",MALE,ALL,10,120,between,0,350,,LOW,ORANGE,700-1000,ng/dl,TESTOSTERONE DEFICIENCY,TEST_LOW,"Low testosterone (hypogonadism) may result from primary testicular failure, pituitary dysfunction, chronic illness, obesity, or aging. It causes reduced libido, erectile dysfunction, muscle weakness, anemia, osteoporosis, fatigue, and depressed mood. Long-term, it increases risk of metabolic syndrome and cardiovascular disease.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",MALE,ALL,10,120,between,350,700,,SUBOPTIMAL,YELLOW,700-1000,ng/dl,,TEST_SUBOPTIMAL,"Suboptimal testosterone reflects values at the lower end of normal, often linked to stress, sleep disturbance, excess adiposity, or early hypogonadal decline. It may cause subtle symptoms like reduced vitality, mood changes, or decreased muscle recovery.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",MALE,ALL,10,120,between,700,1000,,OPTIMAL,GREEN,700-1000,ng/dl,,TEST_OPTIMAL,"Optimal testosterone supports healthy libido, fertility, muscle strength, energy levels, cognition, bone density, and metabolic balance. It reflects intact hypothalamic–pituitary–gonadal axis function and strong anabolic and reproductive capacity.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",MALE,ALL,10,120,gt,1000,,,HIGH,ORANGE,700-1000,ng/dl,TESTOSTERONE EXCESS,TEST_HIGH,"High testosterone may be physiological (athletic training, supplementation) or pathological (androgen-secreting tumors, anabolic steroid use). It can cause acne, aggression, infertility (via reduced spermatogenesis), polycythemia, and cardiovascular risk if persistently elevated.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",FEMALE,ALL,10,120,lt,,12,,LOW,ORANGE,12-60,ng/dl,TESTOSTERONE DEFICIENCY,TEST_LOW,"Low testosterone in women may occur with ovarian insufficiency, adrenal dysfunction, menopause, chronic illness, or certain medications. It can cause low libido, reduced muscle mass, fatigue, decreased bone density, and mood changes. Persistent low levels may contribute to osteoporosis and metabolic imbalance.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",FEMALE,ALL,10,120,between,12,60,,OPTIMAL,GREEN,12-60,ng/dl,,TEST_OPTIMAL,"Optimal testosterone reflects balanced ovarian-adrenal function, stable metabolism, and healthy androgen–estrogen interaction. It supports fertility, bone and muscle health, libido, mood stability, and long-term cardiovascular protection.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TESTOSTERONE,TEST,HORMONES,"METABOLIC HEALTH, CARDIOVASCULAR HEALTH, MUSCULOSKELETAL HEALTH",FEMALE,ALL,10,120,gt,60,,,HIGH,ORANGE,12-60,ng/dl,TESTOSTERONE EXCESS,TEST_HIGH,"High testosterone in women is commonly associated with polycystic ovary syndrome (PCOS), adrenal hyperplasia, androgen-secreting tumors, or anabolic steroid use. It may present with acne, hirsutism, menstrual irregularities, infertility, metabolic syndrome, and insulin resistance.","Supports libido, male development, fertility, muscle, and hormonal health.",THYROCARE
TOTAL_CHOLESTEROL,TOTAL_CHOLESTEROL,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,0,200,,OPTIMAL,GREEN,0-200,mg/dL,NORMAL CHOLESTEROL,TOTAL_CHOLESTEROL_OPTIMAL,"Optimal cholesterol levels reflect balanced lipid metabolism, adequate cholesterol availability for hormone and cell functions, and reduced atherogenic burden. This range is associated with a lower risk of cardiovascular and cerebrovascular disease when paired with a healthy HDL and LDL profile.","Measures total cholesterol, evaluates heart health and cardiovascular risk.",THYROCARE
TOTAL_CHOLESTEROL,TOTAL_CHOLESTEROL,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,201,239,,ELEVATED,YELLOW,0-200,mg/dL,BORDERLINE HIGH CHOLESTEROL,TOTAL_CHOLESTEROL_ELEVATED,"Elevated cholesterol indicates increased atherogenic risk, often linked to dietary patterns, obesity, insulin resistance, or genetic dyslipidemia. While mildly elevated levels may be asymptomatic, they predispose to plaque buildup and long-term cardiovascular risk.","Measures total cholesterol, evaluates heart health and cardiovascular risk.",THYROCARE
TOTAL_CHOLESTEROL,TOTAL_CHOLESTEROL,CARDIOVASCULAR HEALTH,METABOLIC HEALTH,ALL,ALL,10,120,between,240,500,,HIGH,ORANGE,0-200,mg/dL,HIGH CHOLESTEROL,TOTAL_CHOLESTEROL_HIGH,"High cholesterol reflects substantial lipid imbalance and elevated atherosclerotic risk, strongly associated with coronary heart disease, stroke, and peripheral vascular disease. Persistent high levels often point to familial hypercholesterolemia, metabolic syndrome, or chronic disease states.","Measures total cholesterol, evaluates heart health and cardiovascular risk.",THYROCARE
TRIG / HDL RATIO,TRI/H,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,lt,,2,,OPTIMAL,GREEN,<2,Ratio,,TRI/H_OPTIMAL,"An optimal TG/HDL ratio indicates healthy lipid metabolism, efficient triglyceride clearance, and adequate protective HDL levels. It reflects good insulin sensitivity and low atherogenic burden, supporting reduced risk of cardiovascular events and metabolic disease.",Assesses cardiovascular risk and insulin resistance using lipid ratio.,THYROCARE
